Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17858114427,"Mar 25, 2026, 7:58:22 PM",Afternoon Run,Run,,3004,8.05,182.0,75,false,,,activities/18957618927.fit.gz,,,3004.0,2732.0,8051.1,4.78,2.947,48.0,48.0,243.0,274.4,12.1,0.0,,,93.0,84.0,182.0,155.0,,261.0,584.0,,28.0,75.0,715351.0,,,,,,,,268.0,3005.0,,,0.0,,1.0,8147.4,1774465200.0,2.0,20.7,21.6,10.2,0.51,1008.4,1.4,2.7,117.0,0.0,1774440548.0,1774485152.0,0.125,,,0.0,1.0,0.56,32928.0,5.0,,,,,,2.68,248.6,,,,7720.0,0.0,,339.0,202.0,2.982,,,,,,,,,,,,""
17830052896,"Mar 23, 2026, 5:13:08 PM",Lunch Run,Run,,736,2.49,175.0,21,false,,,activities/18929480870.fit.gz,,,736.0,686.0,2498.4,4.88,3.642,10.0,9.0,252.2,259.4,5.9,0.0,,,96.0,89.0,175.0,161.0,,329.0,154.0,,22.0,21.0,225415.0,,,,,,,,323.0,737.0,,,0.0,,1.0,2519.5,1774285200.0,1.0,5.4,6.0,-3.2,0.54,1032.3,2.2,4.1,65.0,0.0,1774267951.0,1774312218.0,0.125,,,0.0,1.0,0.35,25418.0,4.0,,,,,,3.395,129.5,,,,2040.0,0.0,,120.0,243.0,3.673,,,,,,,,,,,,""
17793613341,"Mar 20, 2026, 4:51:00 PM",Lunch Run,Run,,1770,4.91,169.0,35,false,,,activities/18892669755.fit.gz,,,1770.0,1605.0,4916.3,10.76,3.063,40.0,40.0,248.8,268.6,17.4,0.0,,,109.0,85.0,169.0,151.0,,270.0,327.0,,27.0,35.0,427791.0,,,,,,,,278.0,1771.0,,,0.0,,1.0,4986.8,1774022400.0,1.0,19.3,19.8,6.1,0.42,1011.9,3.7,4.1,350.0,0.0,1774009058.0,1774052818.0,0.125,,,0.25,1.0,0.01,44631.0,4.0,,,,,,2.778,407.4,,,,4486.0,0.0,,214.0,209.0,3.107,,,,,,,,,,,,""
17793613157,"Mar 19, 2026, 6:52:08 PM",Afternoon Run,Run,,1826,5.20,178.0,48,false,,,activities/18892669572.fit.gz,,,1826.0,1686.0,5204.0,4.68,3.087,31.0,28.0,250.0,273.2,28.6,0.1,,,122.0,85.0,178.0,158.0,,274.0,367.0,,27.0,48.0,462584.0,,,,,,,,279.0,1827.0,,,0.0,,1.0,5268.3,1773943200.0,1.0,20.8,23.7,8.4,0.45,1016.7,0.9,2.4,39.0,0.0,1773922761.0,1773966351.0,0.0,,,0.0,1.0,0.0,37536.0,6.0,,,,,,2.85,147.8,,,,4804.0,0.0,,223.0,210.0,3.125,,,,,,,,,,,,""
17793606721,"Mar 18, 2026, 8:21:28 PM",Afternoon Run,Run,,2046,5.36,177.0,40,false,,,activities/18892663013.fit.gz,,,2046.0,1855.0,5366.1,4.48,2.893,42.0,41.0,248.6,268.0,17.4,0.0,,,124.0,82.0,177.0,151.0,,259.0,375.0,,24.0,40.0,477723.0,,,,,,,,275.0,2047.0,,,0.0,,1.0,5444.6,1773864000.0,1.0,15.0,17.9,4.9,0.51,1013.9,0.7,2.2,230.0,0.0,1773836463.0,1773879884.0,0.875,,,0.0,1.0,0.14,29356.0,4.0,,,,,,2.623,356.7,,,,5126.0,0.0,,243.0,207.0,2.935,,,,,,,,,,,,""
17793606320,"Mar 13, 2026, 4:53:39 PM",Lunch Run,Run,,1051,3.26,169.0,25,false,,,activities/18892662763.fit.gz,,,1051.0,995.0,3268.6,4.3,3.285,38.0,35.0,252.0,272.2,20.5,0.1,,,97.0,88.0,169.0,155.0,,299.0,210.0,,15.0,25.0,296519.0,,,,,,,,302.0,1052.0,,,0.0,,1.0,3411.1,1773417600.0,8.0,3.1,-5.9,-3.7,0.61,1015.6,8.1,11.7,308.0,0.0,1773404955.0,1773447532.0,0.875,,,0.64,5.0,0.63,25017.0,2.0,,,,,,3.11,354.1,,,,2916.0,0.0,,150.0,227.0,3.428,,,,,,,,,,,,""
17709582654,"Mar 8, 2026, 6:55:49 PM",Afternoon Run,Run,,1786,4.89,171.0,40,false,,,activities/18808129695.fit.gz,,,1786.0,1632.0,4891.6,4.24,2.997,45.0,39.0,256.0,276.2,36.4,0.1,,,109.0,86.0,171.0,155.0,,271.0,336.0,,23.0,40.0,441576.0,,,,,,,,275.0,1787.0,,,0.0,,1.0,5014.4,1772992800.0,1.0,14.2,12.2,4.7,0.53,1007.8,5.6,11.4,236.0,0.0,1772973468.0,1773015203.0,0.625,,,0.0,1.0,0.06,29836.0,4.0,,,,,,2.739,335.9,,,,4746.0,0.0,,212.0,207.0,3.073,,,,,,,,,,,,""
17618388369,"Mar 5, 2026, 9:26:17 PM",Afternoon Run,Run,,2115,6.07,180.0,59,false,,,activities/18716319092.fit.gz,,,2115.0,1938.0,6070.1,4.8,3.132,45.0,46.0,248.4,273.0,25.0,0.0,,,93.0,85.0,180.0,160.0,,287.0,409.0,,19.0,59.0,554293.0,,,,,,,,294.0,2116.0,,,0.0,,1.0,6150.9,1772744400.0,3.0,13.5,10.8,7.5,0.67,1012.7,3.5,5.3,150.0,0.0,1772714560.0,1772755794.0,0.625,,,0.0,1.0,0.81,23519.0,2.0,,,,,,2.87,430.0,,,,5520.0,0.0,,287.0,221.0,3.174,,,,,,,,,,,,""
17543971084,"Feb 27, 2026, 5:17:13 PM",Lunch Run,Run,,2454,6.50,178.0,60,false,,,activities/18641508917.fit.gz,,,2454.0,2453.0,6504.4,4.68,2.652,52.0,51.0,244.6,271.2,17.0,0.0,,,111.0,85.0,178.0,157.0,,263.0,451.0,,21.0,60.0,589259.0,,,,,,,,277.0,2455.0,,,0.0,,1.0,6635.8,1772211600.0,1.0,11.7,10.8,3.0,0.55,1009.4,4.4,10.8,275.0,0.0,1772196728.0,1772236968.0,0.375,,,0.0,1.0,0.04,31761.0,3.0,,,,,,2.651,511.2,,,,6354.0,0.0,,295.0,208.0,2.705,,,,,,,,,,,,""
17443458911,"Feb 18, 2026, 7:43:24 PM",Afternoon Run,Run,,2918,8.14,184.0,113,false,,,activities/18540570046.fit.gz,,,2918.0,2760.0,8142.3,4.34,2.95,92.0,90.0,241.8,275.4,28.6,0.0,,,115.0,85.0,184.0,168.0,,275.0,610.0,,22.0,113.0,759481.0,,,,,,,,279.0,2919.0,,,0.0,,1.0,8615.2,1771441200.0,8.0,14.9,10.6,-5.5,0.24,1001.1,8.7,13.5,248.0,0.0,1771419926.0,1771458717.0,0.125,,,0.0,1.0,0.0,65520.0,3.0,,,,,,2.79,276.6,,,,7780.0,0.0,,357.0,210.0,3.121,,,,,,,,,,,,""
17418536522,"Feb 16, 2026, 5:34:02 PM",Lunch Run,Run,,1919,5.21,183.0,54,false,,,activities/18515570788.fit.gz,,,1919.0,1788.0,5212.3,4.14,2.915,34.0,30.0,251.0,274.4,17.4,0.1,,,92.0,83.0,183.0,157.0,,263.0,380.0,,24.0,54.0,468072.0,,,,,,,,273.0,1920.0,,,0.0,,1.0,5293.8,1771261200.0,1.0,14.8,15.2,6.6,0.58,1011.7,3.0,4.0,201.0,0.0,1771247293.0,1771285769.0,0.875,,,0.0,1.0,0.2,30743.0,2.0,,,,,,2.716,296.2,,,,4970.0,0.0,,224.0,205.0,2.961,,,,,,,,,,,,""
17409801355,"Feb 15, 2026, 7:06:38 PM",Afternoon Run,Run,,1772,5.00,183.0,50,false,,,activities/18506790015.fit.gz,,,1772.0,1638.0,5005.3,4.98,3.056,37.0,35.0,246.6,265.8,9.1,0.1,,,92.0,85.0,183.0,161.0,,277.0,365.0,,23.0,50.0,456317.0,,,,,,,,278.0,1773.0,,,0.0,,1.0,5071.1,1771182000.0,1.0,13.8,15.6,4.1,0.52,1014.3,2.3,4.2,300.0,0.0,1771160974.0,1771199295.0,0.875,,,0.0,1.0,0.03,27310.0,3.0,,,,,,2.825,232.5,,,,4774.0,0.0,,215.0,209.0,3.096,,,,,,,,,,,,""
17133414739,"Jan 21, 2026, 9:59:17 PM",Afternoon Run,Run,,793,2.47,167.0,12,false,,,activities/18228350298.fit.gz,,,793.0,781.0,2469.5,4.58,3.162,40.0,43.0,247.6,263.6,42.6,-0.1,,,121.0,83.0,167.0,141.0,,282.0,152.0,,14.0,12.0,219407.0,,,,,,,,301.0,794.0,,,0.0,,1.0,2665.0,1769029200.0,8.0,4.4,-4.5,-5.9,0.47,1013.5,7.0,14.6,272.0,0.0,1769002537.0,1769037401.0,0.125,,,0.0,1.0,0.9,37168.0,1.0,,,,,,3.114,109.2,,,,2142.0,0.0,,112.0,226.0,3.412,,,,,,,,,,,,""
17055023364,"Jan 14, 2026, 5:54:29 PM",Lunch Run,Run,,1250,3.73,171.0,29,false,,,activities/18149252977.fit.gz,,,1250.0,1108.0,3733.3,4.38,3.369,34.0,33.0,250.0,266.4,20.3,0.0,,,118.0,88.0,171.0,157.0,,301.0,255.0,,14.0,29.0,333486.0,,,,,,,,296.0,1251.0,,,0.0,,1.0,3851.7,1768410000.0,1.0,-3.9,-10.5,-9.6,0.65,1023.5,6.6,12.3,342.0,0.0,1768397963.0,1768432101.0,0.875,,,0.0,1.0,0.22,27195.0,1.0,,,,,,2.987,338.2,,,,3244.0,0.0,,172.0,223.0,3.476,,,,,,,,,,,,""
17042880847,"Jan 13, 2026, 5:32:41 PM",Lunch Run,Run,,1996,4.82,185.0,53,false,,,activities/18137028559.fit.gz,,,1996.0,1605.0,4823.0,4.4,3.005,41.0,39.0,251.4,273.2,11.9,0.1,,,91.0,83.0,185.0,162.0,,271.0,375.0,,19.0,53.0,433442.0,,,,,,,,271.0,1997.0,,,0.0,,1.0,4915.0,1768323600.0,3.0,8.4,6.2,2.6,0.67,1008.4,3.1,6.4,278.0,0.0,1768311586.0,1768345632.0,0.875,,,0.0,1.0,0.72,27219.0,1.0,,,,,,2.416,389.1,,,,4448.0,0.0,,230.0,204.0,3.062,,,,,,,,,,,,""
16971511372,"Jan 7, 2026, 6:47:21 PM",Lunch Run,Run,,2735,8.14,161.0,27,false,,,activities/18065016863.fit.gz,,,2735.0,2596.0,8140.6,4.32,3.136,50.0,50.0,243.0,272.2,11.5,0.0,,,115.0,85.0,161.0,142.0,,288.0,516.0,,19.0,27.0,749270.0,,,,,,,,288.0,2736.0,,,0.0,,1.0,8240.5,1767808800.0,1.0,7.9,9.8,3.1,0.72,1008.7,2.4,3.3,185.0,0.0,1767793279.0,1767826845.0,0.625,,,0.0,1.0,0.05,23863.0,2.0,,,,,,2.976,126.7,,,,7488.0,0.0,,357.0,217.0,3.174,,,,,,,,,,,,""
16960468907,"Jan 5, 2026, 6:45:21 PM",Lunch Run,Run,,1640,4.90,185.0,38,false,,,activities/18053864316.fit.gz,,,1640.0,1526.0,4899.3,4.28,3.211,38.0,34.0,248.6,267.4,20.0,0.1,,,93.0,85.0,185.0,156.0,,282.0,333.0,,16.0,38.0,429481.0,,,,,,,,281.0,1641.0,,,0.0,,1.0,4967.3,1767636000.0,3.0,7.8,7.5,3.3,0.73,1006.4,1.7,3.8,143.0,0.0,1767620482.0,1767653937.0,0.625,,,0.0,1.0,0.79,21649.0,1.0,,,,,,2.987,73.0,,,,4350.0,0.0,,203.0,211.0,3.255,,,,,,,,,,,,""
16970630920,"Dec 27, 2025, 11:32:43 PM",Afternoon Run,Run,,1015,1.64,150.0,4,false,,,activities/18064140499.fit.gz,,,1015.0,561.0,1648.2,4.04,2.938,4.0,5.0,251.0,256.2,15.4,-0.1,,,94.0,83.0,150.0,130.0,,259.0,119.0,,19.0,4.0,141985.0,,,,,,,,245.0,1016.0,,,0.0,,1.0,1654.1,1766876400.0,3.0,8.7,8.3,7.7,0.94,1004.8,2.0,4.5,131.0,0.0,1766842833.0,1766875878.0,0.125,,,0.0,1.0,0.98,5168.0,0.0,,,,,,1.624,420.7,,,,1522.0,0.0,,95.0,184.0,2.948,,,,,,,,,,,,""
16960461123,"Dec 25, 2025, 5:27:57 PM",Lunch Run,Run,,2466,6.52,176.0,54,false,,,activities/18053856605.fit.gz,,,2466.0,2321.0,6526.0,4.82,2.812,45.0,43.0,254.8,277.6,15.4,0.0,,,93.0,82.0,176.0,153.0,,259.0,485.0,,14.0,54.0,595917.0,,,,,,,,263.0,2467.0,,,0.0,,1.0,6602.5,1766682000.0,3.0,4.8,0.9,3.9,0.94,1016.7,3.6,6.3,117.0,0.0,1766670001.0,1766702995.0,0.125,,,0.0,1.0,0.94,5458.0,1.0,,,,,,2.646,0.0,,,,6380.0,0.0,,268.0,198.0,2.845,,,,,,,,,,,,""
16825350348,"Nov 29, 2025, 2:56:16 AM",Evening Run,Run,,1854,4.96,180.0,44,false,,,activities/17916698730.fit.gz,,,1854.0,1667.0,4963.7,4.02,2.978,38.0,42.0,253.6,270.2,46.2,0.0,,,90.0,83.0,180.0,157.0,,267.0,366.0,,17.0,44.0,446357.0,,,,,,,,268.0,1855.0,,,0.0,,1.0,5020.6,1764381600.0,6.0,-3.6,-7.3,-5.3,0.88,1026.0,3.6,7.5,105.0,0.3,1764335941.0,1764369966.0,0.25,,,0.93,6.0,0.99,10827.0,0.0,,,,,,2.677,269.0,,,,4652.0,0.0,,209.0,202.0,3.012,,,,,,,,,,,,""
16583185002,"Nov 27, 2025, 3:02:20 PM",Morning Run,Run,,2215,7.90,187.0,117,false,,,activities/17671065564.fit.gz,,,2215.0,2204.0,7899.2,4.76,3.584,57.0,53.0,246.2,275.4,10.4,0.0,,,90.0,87.0,187.0,175.0,,330.0,518.0,,5.0,117.0,725964.0,,,,,,,,331.0,2216.0,,,0.0,,1.0,8015.3,1764255664.0,1.0,-4.0,-5.6,-7.6,0.76,1032.3,3.5,7.5,302.0,0.0,1764249471.0,1764283599.0,0.125,,,0.0,1.0,0.24,23666.1,0.0,,,,,,3.566,63.3,,,,6474.0,0.0,,381.0,249.0,3.637,,,,,,,,,,,,""
16507346615,"Nov 19, 2025, 5:29:03 PM",Lunch Run,Run,,1442,4.98,180.0,47,false,,,activities/17594161739.fit.gz,,,1442.0,1401.0,4985.8,4.8,3.559,42.0,38.0,251.0,271.8,17.2,0.1,,,118.0,86.0,180.0,164.0,,326.0,317.0,,14.0,47.0,456094.0,,,,,,,,330.0,1443.0,,,0.0,,1.0,5067.0,1763571600.0,3.0,6.1,4.3,5.1,0.93,1022.4,2.2,2.4,138.0,0.0,1763557719.0,1763592653.0,0.875,,,0.0,1.0,0.99,13359.0,2.0,,,,,,3.458,103.2,,,,4068.0,0.0,,246.0,248.0,3.617,,,,,,,,,,,,""
16507346126,"Nov 15, 2025, 6:02:13 PM",Lunch Run,Run,,1710,5.11,172.0,28,false,,,activities/17594161123.fit.gz,,,1710.0,1634.0,5115.4,4.52,3.131,44.0,45.0,243.2,266.0,11.2,0.0,,,105.0,84.0,172.0,148.0,,285.0,333.0,,24.0,28.0,465643.0,,,,,,,,291.0,1711.0,,,0.0,,1.0,5202.1,1763229600.0,1.0,18.6,18.5,8.8,0.53,1006.9,4.6,7.9,333.0,0.0,1763211835.0,1763247242.0,0.875,,,0.0,1.0,0.0,34076.0,3.0,,,,,,2.991,75.6,,,,4606.0,0.0,,227.0,219.0,3.184,,,,,,,,,,,,""
16457872739,"Nov 14, 2025, 6:30:28 PM",Lunch Run,Run,,1187,3.33,172.0,22,false,,,activities/17544248088.fit.gz,,,1187.0,1109.0,3330.4,4.48,3.003,24.0,23.0,251.2,267.6,31.2,0.0,,,89.0,83.0,172.0,151.0,,279.0,235.0,,25.0,22.0,310180.0,,,,,,,,291.0,1188.0,,,0.0,,1.0,3375.5,1763143200.0,1.0,19.4,20.2,12.4,0.64,1009.5,3.9,8.1,198.0,0.0,1763125362.0,1763160893.0,0.875,,,0.0,5.0,0.0,26980.0,3.0,,,,,,2.806,102.5,,,,3120.0,0.0,,158.0,219.0,3.044,,,,,,,,,,,,""
16450146302,"Nov 13, 2025, 9:19:11 PM",Afternoon Run,Run,,2932,8.20,181.0,62,false,,,activities/17536464664.fit.gz,,,2932.0,2568.0,8203.5,4.92,3.195,57.0,58.0,235.0,266.8,25.0,0.0,,,100.0,85.0,181.0,155.0,,296.0,587.0,,22.0,62.0,762454.0,,,,,,,,292.0,2933.0,,,0.0,,1.0,8330.7,1763067600.0,1.0,19.0,20.9,5.8,0.42,1014.8,1.8,4.9,173.0,0.0,1763038889.0,1763074546.0,0.875,,,0.0,5.0,0.0,51139.0,1.0,,,,,,2.798,538.9,,,,7340.0,0.0,,393.0,220.0,3.244,,,,,,,,,,,,""
16407220968,"Nov 9, 2025, 4:59:03 PM",Morning Run,Run,,614,2.08,165.0,11,false,,,activities/17493270672.fit.gz,,,614.0,612.0,2084.5,4.82,3.406,18.0,20.0,251.2,261.6,27.8,0.0,,,96.0,87.0,165.0,147.0,,337.0,125.0,,12.0,11.0,195164.0,,,,,,,,338.0,615.0,,,0.0,,1.0,2154.2,1762704000.0,8.0,-3.9,-12.5,-8.2,0.72,1031.3,6.8,9.5,335.0,0.0,1762692998.0,1762729176.0,0.625,,,0.0,6.0,0.65,24266.0,1.0,,,,,,3.395,127.5,,,,1680.0,0.0,,110.0,254.0,3.52,,,,,,,,,,,,""
16386073121,"Nov 7, 2025, 5:30:15 PM",Lunch Run,Run,,1812,5.04,170.0,41,false,,,activities/17471883315.fit.gz,,,1812.0,1666.0,5040.0,4.48,3.025,47.0,45.0,251.4,275.0,40.0,0.0,,,115.0,85.0,170.0,155.0,,277.0,364.0,,22.0,41.0,461436.0,,,,,,,,275.0,1813.0,,,0.0,,1.0,5177.4,1762534800.0,1.0,14.6,12.4,5.6,0.55,1005.6,6.2,12.1,290.0,0.0,1762520053.0,1762556502.0,0.625,,,0.0,5.0,0.04,30072.0,2.0,,,,,,2.781,108.5,,,,4762.0,0.0,,215.0,207.0,3.108,,,,,,,,,,,,""
16355160561,"Nov 4, 2025, 5:43:53 PM",Lunch Run,Run,,1942,4.98,153.0,15,false,,,activities/17440781803.fit.gz,,,1942.0,1818.0,4982.0,4.26,2.74,50.0,42.0,250.0,273.6,50.0,0.2,,,111.0,83.0,153.0,135.0,,247.0,331.0,,22.0,15.0,451242.0,,,,,,,,253.0,1943.0,,,0.0,,1.0,5104.7,1762275600.0,1.0,13.4,12.6,5.8,0.6,1015.4,4.6,8.7,155.0,0.0,1762260636.0,1762297510.0,0.375,,,0.0,5.0,0.01,34030.0,3.0,,,,,,2.565,134.5,,,,5040.0,0.0,,195.0,190.0,2.808,,,,,,,,,,,,""
